,행정구역,2020년01월_계_총인구수,2020년02월_계_총인구수,2020년03월_계_총인구수,2020년04월_계_총인구수,2020년05월_계_총인구수,2020년06월_계_총인구수,2020년07월_계_총인구수,2020년08월_계_총인구수,2020년09월_계_총인구수,2020년10월_계_총인구수,2020년11월_계_총인구수,2020년12월_계_총인구수,2021년01월_계_총인구수,2021년02월_계_총인구수,2021년03월_계_총인구수,2021년04월_계_총인구수,2021년05월_계_총인구수,2021년06월_계_총인구수,2021년07월_계_총인구수,2021년08월_계_총인구수,2021년09월_계_총인구수,2021년10월_계_총인구수,2021년11월_계_총인구수,2021년12월_계_총인구수,2022년01월_계_총인구수,2022년02월_계_총인구수,2022년03월_계_총인구수,2022년04월_계_총인구수,2022년05월_계_총인구수,2022년06월_계_총인구수,2022년07월_계_총인구수,2022년08월_계_총인구수,2022년09월_계_총인구수,2022년10월_계_총인구수,2022년11월_계_총인구수,2022년12월_계_총인구수,2023년07월_계_총인구수,2023년08월_계_총인구수,2023년09월_계_총인구수,2023년10월_계_총인구수,2023년11월_계_총인구수,2023년12월_계_총인구수,2024년01월_계_총인구수,2024년02월_계_총인구수,2024년03월_계_총인구수,2024년04월_계_총인구수
112,경기도 시흥시 (4139000000),"475,396","476,481","477,425","478,464","479,368","481,430","484,164","489,077","493,005","495,391","497,925","500,895","504,935","507,681","509,115","510,098","510,833","511,314","511,747","511,807","511,900","511,888","512,155","512,030","512,092","511,839","512,455","512,721","513,653","513,928","513,768","513,331","512,331","512,168","512,438","512,912","518,366","518,182","518,174","518,771","519,594","519,715","519,306","518,817","519,109","519,060"
113,경기도 군포시 (4141000000),"275,989","275,857","275,960","275,954","275,902","276,039","275,995","275,508","274,985","274,620","274,309","273,791","273,542","272,533","271,392","271,007","270,754","270,584","270,293","269,752","269,507","269,215","269,086","268,535","267,941","267,294","267,173","267,493","267,659","267,712","267,672","267,651","267,032","266,735","266,531","266,213","263,841","263,496","263,025","262,587","261,898","261,229","260,693","260,169","259,798","259,595"
114,경기도 의왕시 (4143000000),"162,472","163,982","164,602","164,701","164,150","163,622","163,049","162,751","163,720","163,960","163,978","163,795","163,585","163,208","162,443","162,227","162,239","162,215","162,925","163,510","163,715","163,704","163,555","163,356","163,040","162,761","162,493","162,137","161,696","161,334","161,296","161,047","160,759","160,563","160,464","160,221","157,684","157,499","157,994","158,242","159,050","158,870","158,221","157,693","157,141","156,482"
115,경기도 하남시 (4145000000),"273,587","275,384","277,431","279,621","281,340","283,256","284,507","285,693","287,452","288,922","291,075","293,452","295,122","298,005","300,187","301,801","302,681","305,908","308,390","310,365","312,159","314,866","318,126","320,087","321,043","322,697","323,442","323,558","323,675","323,790","323,674","323,472","323,853","324,674","325,310","326,059","328,577","329,162","329,612","329,559","329,822","329,861","329,688","329,482","329,196","329,456"
116,경기도 용인시 (4146000000),"1,061,440","1,063,650","1,065,613","1,068,519","1,070,987","1,073,115","1,074,968","1,075,659","1,075,697","1,075,490","1,074,790","1,074,176","1,075,045","1,075,918","1,075,421","1,076,773","1,077,701","1,077,826","1,079,049","1,080,325","1,080,027","1,079,609","1,078,604","1,077,508","1,076,830","1,076,339","1,075,784","1,075,877","1,076,530","1,077,609","1,078,451","1,078,751","1,077,111","1,076,369","1,075,570","1,074,971","1,077,280","1,077,890","1,077,224","1,076,098","1,075,474","1,075,566","1,076,859","1,078,069","1,078,150","1,079,326"
117,경기도 용인시 처인구 (4146100000),"253,896","253,982","254,216","254,483","255,729","256,918","257,732","258,291","258,455","258,355","258,079","257,498","257,773","258,065","258,130","259,445","260,398","260,877","261,482","262,030","261,553","261,166","260,487","260,198","259,969","260,029","259,786","260,440","261,276","261,898","262,344","262,597","261,742","260,930","259,872","259,288","263,131","263,923","263,455","262,555","261,813","261,488","261,719","262,954","263,469","265,475"
118,경기도 용인시 기흥구 (4146300000),"437,146","437,811","438,790","439,725","440,274","440,831","441,190","441,109","440,923","440,826","440,764","440,835","440,940","440,649","440,164","439,922","439,953","439,791","440,630","441,375","441,960","442,335","442,323","441,742","441,419","441,173","440,826","440,298","439,990","439,877","439,674","439,459","438,728","438,547","438,500","438,235","436,142","435,967","435,764","435,765","436,101","436,656","437,751","437,677","437,633","437,123"
119,경기도 용인시 수지구 (4146500000),"370,398","371,857","372,607","374,311","374,984","375,366","376,046","376,259","376,319","376,309","375,947","375,843","376,332","377,204","377,127","377,406","377,350","377,158","376,937","376,920","376,514","376,108","375,794","375,568","375,442","375,137","375,172","375,139","375,264","375,834","376,433","376,695","376,641","376,892","377,198","377,448","378,007","378,000","378,005","377,778","377,560","377,422","377,389","377,438","377,048","376,728"
120,경기도 파주시 (4148000000),"453,961","453,827","454,494","455,262","455,471","456,073","456,788","459,158","461,314","463,155","464,453","465,617","466,539","467,954","468,501","470,096","471,219","472,260","473,673","476,044","477,819","479,183","481,629","483,245","484,729","485,672","486,131","486,515","486,872","487,831","488,608","490,143","492,267","493,938","494,970","495,315","496,811","496,878","497,108","497,527","497,775","497,753","499,883","502,453","503,547","504,999"
121,경기도 이천시 (4150000000),"215,885","215,869","216,404","216,844","217,547","218,465","218,954","219,537","219,531","219,513","219,525","218,388","218,651","218,793","218,565","219,224","219,591","220,904","221,697","222,883","223,482","224,066","223,831","223,177","222,997","222,655","222,714","222,722","222,948","223,948","224,603","224,616","224,225","224,077","223,151","222,721","223,651","223,677","223,581","223,525","222,652","222,098","221,693","221,502","221,366","221,493"
122,경기도 안성시 (4155000000),"183,369","183,444","183,751","184,211","185,018","185,305","185,544","186,104","186,460","186,695","186,853","187,012","187,232","187,488","187,540","188,038","188,704","189,060","189,298","189,641","189,747","189,732","189,559","189,534","189,510","189,535","189,539","189,772","189,969","189,988","190,160","190,126","189,648","189,475","189,146","188,842","189,364","189,472","189,456","189,322","189,143","189,034","189,406","190,209","190,425","190,853"
123,경기도 김포시 (4157000000),"437,789","439,502","443,071","445,425","447,038","449,039","451,842","458,505","463,735","467,084","469,340","473,970","477,332","479,290","480,275","481,719","482,578","483,642","484,481","485,221","485,647","485,859","486,123","486,508","486,651","486,334","485,882","485,609","485,453","485,395","484,972","484,310","483,845","484,071","484,194","484,267","486,122","486,029","485,943","486,008","486,126","486,172","486,026","485,689","485,532","485,494"
124,경기도 화성시 (4159000000),"818,760","822,470","827,603","831,888","834,378","836,662","839,493","842,864","846,850","850,050","853,106","855,248","857,550","859,329","860,865","864,687","867,819","870,361","872,537","875,987","878,879","881,154","884,225","887,015","887,910","889,398","890,668","892,038","894,587","896,147","897,883","899,334","900,294","904,267","907,958","910,814","932,626","934,287","937,189","939,302","941,489","944,342","946,582","948,358","949,912","951,179"
125,경기도 광주시 (4161000000),"373,274","373,867","374,913","375,561","376,753","377,525","378,723","379,480","380,291","380,821","381,324","382,054","382,578","382,835","383,052","383,794","384,306","384,714","385,000","385,808","386,301","386,496","386,573","387,289","387,563","387,646","388,213","388,893","389,483","389,876","390,246","391,131","391,460","391,722","391,704","391,462","391,791","391,986","391,917","391,760","391,432","391,377","391,866","392,067","392,381","392,858"
126,경기도 양주시 (4163000000),"222,275","222,435","223,704","224,524","225,069","226,015","227,972","229,052","229,427","230,005","230,273","230,359","231,241","233,072","234,181","234,990","235,276","235,394","235,495","235,828","236,028","236,205","236,302","236,368","236,284","236,327","236,239","236,142","236,120","237,156","237,889","238,734","239,287","239,697","241,346","243,432","260,708","262,328","263,610","265,155","266,446","268,026","269,658","272,378","275,284","276,970"
127,경기도 포천시 (4165000000),"148,137","147,770","147,853","148,144","148,081","148,015","147,809","147,854","147,803","147,578","147,477","147,274","147,393","147,480","147,014","147,317","147,425","147,597","147,855","148,296","148,434","148,618","148,738","148,939","148,867","148,765","148,527","148,469","148,326","148,066","147,902","147,735","147,340","147,171","147,019","146,701","144,158","143,974","143,880","143,690","143,510","143,323","143,157","142,797","142,542","142,545"
128,경기도 여주시 (4167000000),"111,017","111,008","111,083","111,198","111,234","111,341","111,400","111,438","111,512","111,605","111,636","111,897","112,044","112,129","111,903","111,913","111,939","112,177","112,203","112,289","112,151","112,260","112,199","112,150","112,353","112,469","112,393","112,410","112,558","112,639","112,731","112,800","112,850","113,027","113,096","113,150","114,005","114,081","114,253","114,344","114,343","114,412","114,336","114,275","114,289","114,372"
129,경기도 연천군 (4180000000),"43,741","43,614","43,552","43,618","43,689","43,618","43,566","43,542","43,590","43,574","43,531","43,516","43,438","43,368","43,063","43,080","43,071","43,042","42,985","42,942","42,842","42,797","42,739","42,721","42,739","42,725","42,784","42,731","42,675","42,625","42,584","42,542","42,364","42,240","42,153","42,062","41,802","41,711","41,705","41,639","41,588","41,584","41,487","41,342","41,236","41,111"
130,경기도 가평군 (4182000000),"62,303","62,224","62,262","62,397","62,566","62,662","62,632","62,605","62,551","62,476","62,495","62,377","62,399","62,339","62,049","62,206","62,344","62,364","62,348","62,383","62,334","62,241","62,253","62,264","62,291","62,247","62,221","62,168","62,224","62,306","62,297","62,382","62,249","62,219","62,197","62,150","61,744","61,773","61,976","62,125","62,131","62,302","62,274","62,249","62,245","62,281"
131,경기도 양평군 (4183000000),"116,910","116,902","117,025","117,301","117,456","117,701","117,931","118,372","118,433","118,609","118,778","118,810","119,022","119,371","119,260","119,505","119,826","120,012","120,419","120,954","120,997","121,188","121,154","121,230","121,300","121,364","121,726","121,789","122,046","122,355","122,671","122,914","122,630","122,613","122,463","122,323","123,428","124,050","124,241","124,822","125,121","125,238","125,381","125,609","125,722","125,981"
132,강원도  (4200000000),"1,540,540","1,539,521","1,538,577","1,537,780","1,538,639","1,539,282","1,540,094","1,540,689","1,541,104","1,541,836","1,542,374","1,542,840","1,541,696","1,540,875","1,536,399","1,536,175","1,535,491","1,535,530","1,536,140","1,536,270","1,536,765","1,537,717","1,538,273","1,538,492","1,538,660","1,539,051","1,539,036","1,539,038","1,539,005","1,539,064","1,539,178","1,538,801","1,537,396","1,537,339","1,536,863","1,536,498",,,,,,,,,,
133,강원도 춘천시 (4211000000),"281,468","281,759","281,688","281,492","281,439","281,400","281,516","281,854","282,012","282,320","282,544","282,765","282,693","283,141","282,328","282,326","282,482","282,511","282,592","282,714","283,312","283,803","284,121","284,594","284,933","285,202","285,372","285,575","285,738","285,907","286,050","286,352","286,371","286,466","286,535","286,664",,,,,,,,,,
134,강원도 원주시 (4213000000),"350,202","350,897","351,154","351,421","351,979","352,201","352,726","352,964","353,189","353,553","353,928","354,376","354,664","354,933","354,437","354,536","354,768","354,978","355,432","355,767","356,134","356,625","357,277","357,757","358,127","358,647","358,659","358,838","359,229","359,596","359,888","360,051","360,204","360,581","360,722","360,807",,,,,,,,,,
135,강원도 강릉시 (4215000000),"213,328","213,273","213,143","213,037","212,929","212,863","212,978","212,935","213,055","213,070","213,189","213,321","213,412","213,231","212,909","212,890","212,681","212,784","212,957","213,025","213,151","213,155","213,093","212,965","212,907","212,767","212,642","212,526","212,414","212,277","212,260","212,099","211,867","211,742","211,541","211,381",,,,,,,,,,
136,강원도 동해시 (4217000000),"90,417","90,210","90,263","90,233","90,366","90,454","90,481","90,548","90,575","90,626","90,560","90,593","90,416","90,320","89,922","89,868","89,968","89,999","90,039","90,056","90,073","90,115","90,010","90,081","90,045","89,950","89,804","89,674","89,618","89,574","89,683","89,699","89,465","89,421","89,402","89,426",,,,,,,,,,
137,강원도 태백시 (4219000000),"43,681","43,526","43,411","43,251","43,254","43,203","43,098","42,980","42,937","42,901","42,800","42,719","42,586","42,381","42,249","42,183","41,718","41,419","41,341","41,295","41,145","41,055","40,982","40,844","40,750","40,515","40,331","40,266","40,163","40,085","40,029","39,940","39,637","39,553","39,503","39,428",,,,,,,,,,
138,강원도 속초시 (4221000000),"81,840","81,744","81,689","81,713","81,792","82,059","82,211","82,343","82,457","82,538","82,636","82,665","82,652","82,531","82,213","82,302","82,241","82,254","82,377","82,391","82,476","82,579","82,700","82,791","82,771","82,790","82,737","82,691","82,725","82,848","83,035","82,974","82,824","82,781","82,795","82,806",,,,,,,,,,
139,강원도 삼척시 (4223000000),"66,806","66,478","66,088","65,887","65,834","65,753","65,698","65,708","65,639","65,544","65,409","65,243","64,946","64,680","64,393","64,355","64,188","64,073","63,952","63,825","63,864","63,833","63,682","63,429","63,458","63,730","64,264","64,296","64,216","64,165","64,046","63,760","63,753","63,687","63,607","63,455",,,,,,,,,,
140,강원도 홍천군 (4272000000),"68,933","68,715","68,630","68,688","68,832","68,998","69,232","69,167","69,164","69,163","69,192","69,242","69,142","69,041","68,751","68,681","68,597","68,619","68,573","68,489","68,452","68,499","68,482","68,365","68,251","68,177","68,047","67,959","67,915","67,884","67,784","67,789","67,738","67,830","67,881","67,977",,,,,,,,,,
141,강원도 횡성군 (4273000000),"46,377","46,372","46,307","46,232","46,276","46,442","46,402","46,409","46,482","46,514","46,533","46,472","46,441","46,447","46,399","46,510","46,589","46,614","46,652","46,635","46,566","46,586","46,583","46,481","46,436","46,459","46,401","46,595","46,560","46,546","46,555","46,543","46,504","46,516","46,498","46,532",,,,,,,,,,
142,강원도 영월군 (4275000000),"39,040","38,969","38,938","38,762","38,759","38,840","38,818","38,773","38,698","38,712","38,710","38,662","38,565","38,418","38,458","38,417","38,099","38,057","38,064","38,055","38,012","38,011","37,934","37,904","37,893","37,954","38,003","37,970","37,963","37,934","37,909","37,904","37,860","37,797","37,802","37,728",,,,,,,,,,
143,강원도 평창군 (4276000000),"42,014","41,903","41,817","41,758","41,779","41,739","41,709","41,742","41,706","41,708","41,665","41,681","41,587","41,514","41,212","41,188","41,164","41,109","41,060","41,050","40,971","41,006","41,023","40,996","41,120","41,162","41,136","41,084","41,149","41,150","41,153","41,112","41,033","40,982","40,980","40,990",,,,,,,,,,
144,강원도 정선군 (4277000000),"37,194","37,062","37,044","37,036","37,025","37,046","37,001","37,006","36,956","36,950","36,937","36,870","36,783","36,704","36,059","35,990","35,991","35,952","35,902","35,838","35,717","35,659","35,639","35,675","35,634","35,527","35,446","35,401","35,382","35,334","35,282","35,210","35,072","35,027","34,953","34,931",,,,,,,,,,
145,강원도 철원군 (4278000000),"45,467","45,333","45,220","45,093","45,084","44,987","44,924","44,833","44,799","44,749","44,706","44,699","44,563","44,380","44,171","44,169","44,011","43,932","43,832","43,691","43,579","43,489","43,396","43,340","43,166","43,044","42,964","42,916","42,829","42,789","42,715","42,655","42,520","42,500","42,394","42,256",,,,,,,,,,
146,강원도 화천군 (4279000000),"24,806","24,673","24,646","24,627","24,657","24,717","24,753","24,802","24,855","24,897","24,868","24,857","24,732","24,652","24,506","24,446","24,397","24,408","24,369","24,342","24,313","24,247","24,242","24,195","24,105","24,094","24,046","24,050","24,029","23,961","23,864","23,806","23,731","23,620","23,520","23,388",,,,,,,,,,
147,강원도 양구군 (4280000000),"22,526","22,366","22,301","22,375","22,378","22,332","22,295","22,329","22,315","22,276","22,350","22,278","22,161","22,123","22,172","22,114","22,094","22,027","21,981","21,972","21,924","21,925","21,875","21,748","21,705","21,651","21,701","21,700","21,635","21,607","21,555","21,522","21,438","21,449","21,395","21,383",,,,,,,,,,
148,강원도 인제군 (4281000000),"31,567","31,432","31,461","31,506","31,548","31,554","31,526","31,571","31,538","31,570","31,623","31,694","31,720","31,665","31,521","31,508","31,633","31,835","31,947","32,034","32,033","32,090","32,138","32,165","32,236","32,192","32,216","32,198","32,173","32,177","32,198","32,213","32,183","32,135","32,152","32,206",,,,,,,,,,
149,강원도 고성군 (4282000000),"27,165","27,080","27,064","26,959","26,921","26,886","26,867","26,857","26,787","26,781","26,798","26,757","26,687","26,734","26,743","26,760","26,864","26,924","26,960","27,005","26,981","27,014","27,119","27,249","27,257","27,326","27,366","27,382","27,384","27,331","27,316","27,264","27,311","27,393","27,320","27,274",,,,,,,,,,
150,강원도 양양군 (4283000000),"27,709","27,729","27,713","27,710","27,787","27,808","27,859","27,868","27,940","27,964","27,926","27,946","27,946","27,980","27,956","27,932","28,006","28,035","28,110","28,086","28,062","28,026","27,977","27,913","27,866","27,864","27,901","27,917","27,883","27,899","27,856","27,908","27,885","27,859","27,863","27,866",,,,,,,,,,
151,충청북도  (4300000000),"1,599,391","1,598,599","1,597,639","1,596,613","1,596,710","1,597,593","1,597,936","1,598,162","1,598,536","1,599,102","1,599,680","1,600,837","1,599,658","1,599,122","1,595,714","1,596,303","1,596,955","1,597,503","1,597,501","1,597,179","1,596,765","1,596,948","1,597,019","1,597,427","1,597,097","1,597,022","1,597,484","1,597,284","1,597,033","1,597,118","1,597,163","1,596,886","1,595,624","1,595,578","1,595,284","1,595,058","1,594,240","1,594,337","1,594,326","1,594,211","1,594,038","1,593,469","1,592,155","1,590,947","1,591,044","1,590,854"
152,충청북도 청주시 (4311000000),"840,047","840,272","840,756","840,938","841,540","842,821","843,399","843,782","844,110","844,486","844,815","844,993","845,710","846,204","845,025","845,534","846,291","847,392","847,642","847,965","848,711","848,878","849,024","848,482","848,797","849,029","848,875","848,795","848,727","849,003","849,083","849,290","849,100","849,207","849,388","849,573","850,787","851,653","852,018","852,448","852,579","852,189","851,951","851,715","851,430","851,790"
153,충청북도 청주시 상당구 (4311100000),"179,626","180,277","181,403","182,086","182,516","184,165","185,256","185,904","187,003","189,105","189,727","190,034","191,363","193,027","193,300","193,472","193,673","193,737","193,640","193,628","193,680","193,772","194,013","193,827","194,105","194,558","194,484","194,292","194,117","194,043","194,168","194,267","195,041","195,507","195,650","196,425","198,390","199,909","200,330","200,472","200,484","200,575","200,726","200,645","200,448","200,035"
154,충청북도 청주시 서원구 (4311200000),"202,513","201,704","200,775","200,275","199,866","198,950","198,543","198,128","197,483","196,472","195,804","194,720","194,154","193,371","192,804","193,334","193,630","193,472","193,127","193,176","193,192","192,953","192,748","192,899","192,993","193,031","192,916","192,817","192,674","192,503","192,235","192,171","191,803","191,661","191,622","191,273","188,153","187,160","186,752","186,595","186,553","186,302","186,023","185,733","185,582","185,077"
155,충청북도 청주시 흥덕구 (4311300000),"262,504","263,132","263,844","264,170","264,709","265,681","265,720","265,825","265,838","265,320","265,311","265,866","266,196","266,080","265,571","265,263","265,316","266,518","267,095","267,280","267,592","267,811","267,725","267,429","267,504","267,343","267,299","267,294","267,488","268,176","268,431","268,614","268,260","268,073","268,080","268,051","271,669","272,989","273,600","274,246","274,583","274,594","274,643","274,899","275,085","276,761"
156,충청북도 청주시 청원구 (4311400000),"195,404","195,159","194,734","194,407","194,449","194,025","193,880","193,925","193,786","193,589","193,973","194,373","193,997","193,726","193,350","193,465","193,672","193,665","193,780","193,881","194,247","194,342","194,538","194,327","194,195","194,097","194,176","194,392","194,448","194,281","194,249","194,238","193,996","193,966","194,036","193,824","192,575","191,595","191,336","191,135","190,959","190,718","190,559","190,438","190,315","189,917"
157,충청북도 충주시 (4313000000),"210,806","210,643","210,423","210,188","210,190","210,173","210,228","210,304","210,299","210,246","210,313","210,186","210,139","210,058","209,443","209,434","209,483","209,638","209,602","209,546","209,438","209,499","209,484","209,358","209,368","209,159","208,946","208,865","208,744","208,728","208,725","208,604","208,487","208,415","208,346","208,277","207,950","207,998","207,943","207,892","207,839","207,778","207,761","207,668","207,550","207,568"
158,충청북도 제천시 (4315000000),"134,359","134,171","133,839","133,638","133,513","133,395","133,277","133,170","133,246","133,203","133,115","133,018","132,759","132,506","132,542","132,643","132,659","132,313","132,269","132,090","131,879","131,902","131,810","131,591","131,407","131,498","132,416","132,243","132,131","131,969","131,816","131,693","131,356","131,360","131,216","130,988","131,117","130,858","130,751","130,645","130,508","130,194","129,852","129,541","130,200","129,900"
159,충청북도 보은군 (4372000000),"32,899","32,840","32,760","32,699","32,653","32,578","32,522","32,522","32,522","32,476","32,456","32,412","32,364","32,371","32,206","32,211","32,180","32,096","32,062","32,004","31,893","31,863","31,862","31,878","31,871","31,812","31,800","31,792","31,807","31,798","31,770","31,714","31,587","31,524","31,491","31,455","31,241","31,168","31,126","31,073","31,063","31,010","30,950","30,906","30,884","30,826"
160,충청북도 옥천군 (4373000000),"50,987","50,903","50,791","50,778","50,802","50,802","50,768","50,792","50,745","50,696","50,619","50,527","50,468","50,474","50,337","50,341","50,320","50,282","50,312","50,287","50,215","50,194","50,184","50,093","50,020","49,959","49,887","49,934","49,919","49,914","49,934","49,853","49,650","49,591","49,547","49,520","49,207","49,164","49,137","49,011","48,968","48,891","48,863","48,778","48,754","48,673"
161,충청북도 영동군 (4374000000),"48,523","48,364","48,174","47,963","47,832","47,736","47,702","47,706","47,679","47,603","47,561","47,475","47,230","47,023","46,577","46,497","46,442","46,316","46,261","46,139","45,976","45,938","45,874","45,773","45,692","45,548","45,536","45,509","45,457","45,345","45,321","45,281","45,217","45,126","45,044","44,956","44,601","44,436","44,424","44,353","44,267","44,195","44,120","44,004","43,975","43,909"
162,충청북도 증평군 (4374500000),"37,424","37,419","37,341","37,320","37,302","37,178","37,166","37,136","37,122","37,011","36,960","36,807","36,807","36,685","36,536","36,532","36,536","36,499","36,470","36,406","36,388","36,371","36,351","36,426","36,583","36,729","36,822","36,916","37,003","37,024","37,112","37,184","37,213","37,247","37,273","37,262","37,410","37,407","37,427","37,435","37,444","37,484","37,499","37,465","37,400","37,387"
163,충청북도 진천군 (4375000000),"81,225","81,301","81,404","81,483","81,584","81,742","81,865","81,949","82,362","83,090","83,621","83,718","83,849","84,116","84,118","84,437","84,623","84,746","84,845","84,904","84,917","85,051","85,104","85,176","85,458","85,557","85,596","85,625","85,671","85,817","85,914","85,921","85,947","86,082","86,120","86,147","85,803","85,754","85,758","85,751","85,902","86,254","86,065","85,958","86,370","86,626"
164,충청북도 괴산군 (4376000000),"38,451","38,185","37,896","37,694","37,566","37,493","37,357","37,354","37,368","37,447","37,671","39,393","38,338","38,009","37,688","37,567","37,442","37,337","37,229","37,101","36,880","36,843","36,887","38,122","37,525","37,405","37,323","37,301","37,323","37,262","37,163","37,110","37,005","37,031","37,018","37,055","36,711","36,625","36,570","36,527","36,545","36,590","36,438","36,381","36,319","36,264"
165,충청북도 음성군 (4377000000),"95,006","94,909","94,709","94,461","94,336","94,288","94,315","94,179","93,813","93,579","93,310","93,153","92,945","92,733","92,407","92,349","92,213","92,232","92,231","92,224","92,027","92,004","92,086","92,197","92,113","92,171","92,155","92,175","92,186","92,240","92,311","92,277","92,199","92,133","92,035","92,058","91,698","91,546","91,425","91,339","91,227","91,183","90,976","90,876","90,542","90,283"
166,충청북도 단양군 (4380000000),"29,664","29,592","29,546","29,451","29,392","29,387","29,337","29,268","29,270","29,265","29,239","29,155","29,049","28,943","28,835","28,758","28,766","28,652","28,578","28,513","28,441","28,405","28,353","28,331","28,263","28,155","28,128","28,129","28,065","28,018","28,014","27,959","27,863","27,862","27,806","27,767","27,715","27,728","27,747","27,737","27,696","27,701","27,680","27,655","27,620","27,628"
167,충청남도  (4400000000),"2,122,455","2,120,995","2,119,749","2,118,457","2,118,510","2,119,771","2,120,692","2,120,519","2,120,559","2,120,347","2,120,607","2,121,029","2,119,837","2,119,542","2,115,823","2,116,452","2,117,260","2,117,400","2,118,205","2,118,183","2,118,098","2,118,977","2,119,529","2,119,257","2,118,638","2,118,912","2,119,099","2,119,296","2,119,661","2,120,201","2,121,011","2,121,082","2,120,269","2,121,333","2,122,357","2,123,037","2,126,640","2,127,077","2,127,630","2,128,563","2,129,591","2,130,119","2,130,509","2,131,309","2,132,745","2,133,828"
168,충청남도 천안시 (4413000000),"652,845","653,816","654,259","654,251","655,192","657,514","658,280","658,212","658,670","658,911","658,977","658,808","658,488","658,295","657,549","657,410","657,775","657,503","657,584","657,250","657,703","658,107","658,465","658,486","658,150","656,925","656,702","657,080","657,241","657,214","657,418","657,612","657,210","657,701","657,821","657,559","658,694","657,839","657,594","657,326","656,583","655,959","655,791","656,478","657,089","657,633"
169,충청남도 천안시 동남구 (4413100000),"259,416","259,558","259,474","259,211","258,857","258,996","259,219","258,942","258,685","258,556","258,269","258,009","257,683","257,397","256,931","256,797","256,482","256,047","255,891","255,532","255,494","255,504","255,471","255,292","255,273","255,083","254,934","254,867","255,332","255,635","255,838","255,997","255,655","255,724","255,640","255,647","257,902","257,591","257,373","257,234","256,942","256,691","257,698","259,111","259,709","260,094"
170,충청남도 천안시 서북구 (4413300000),"393,429","394,258","394,785","395,040","396,335","398,518","399,061","399,270","399,985","400,355","400,708","400,799","400,805","400,898","400,618","400,613","401,293","401,456","401,693","401,718","402,209","402,603","402,994","403,194","402,877","401,842","401,768","402,213","401,909","401,579","401,580","401,615","401,555","401,977","402,181","401,912","400,792","400,248","400,221","400,092","399,641","399,268","398,093","397,367","397,380","397,539"
171,충청남도 공주시 (4415000000),"106,294","106,098","105,895","105,743","105,611","105,440","105,396","105,353","105,192","104,972","104,736","104,545","104,442","104,319","103,839","103,782","103,752","103,640","103,572","103,386","103,329","103,321","103,301","103,145","103,021","102,960","103,214","103,174","103,090","102,997","102,922","102,917","102,848","102,768","102,651","102,571","102,692","102,537","102,453","102,295","102,184","102,104","101,906","101,772","102,138","102,098"
172,충청남도 보령시 (4418000000),"100,908","100,836","100,787","100,646","100,602","100,647","100,601","100,538","100,415","100,336","100,249","100,229","99,964","99,673","99,234","99,137","99,048","98,993","98,922","98,726","98,620","98,535","98,438","98,408","98,142","97,967","97,959","97,932","97,842","97,779","97,704","97,532","97,402","97,268","97,188","97,157","96,486","96,334","96,171","96,068","95,925","95,772","95,564","95,260","94,994","94,887"
173,충청남도 아산시 (4420000000),"314,238","313,875","313,733","313,757","313,761","313,054","313,319","313,871","314,282","314,552","315,279","316,129","316,740","317,626","317,933","318,699","319,225","320,340","321,170","322,158","322,893","323,789","324,552","324,580","325,412","327,717","328,576","329,043","329,684","330,516","331,190","331,806","332,361","332,790","333,602","334,539","337,876","339,517","340,566","341,953","343,978","345,796","347,243","348,532","349,588","350,535"
174,충청남도 서산시 (4421000000),"174,663","174,596","174,629","174,645","174,801","174,884","175,124","175,272","175,330","175,426","175,487","175,591","175,543","175,623","175,650","175,817","176,031","176,090","176,205","176,360","176,491","176,595","176,610","176,645","176,630","176,559","176,452","176,435","176,407","176,416","176,477","176,512","176,291","176,312","176,440","176,413","176,162","176,125","176,051","176,052","176,079","176,011","175,894","175,750","175,650","175,646"
175,충청남도 논산시 (4423000000),"118,781","118,513","118,266","118,032","117,812","117,696","117,520","117,340","117,226","117,030","116,888","116,675","116,587","116,315","115,573","115,520","115,431","115,305","115,239","115,155","114,942","114,769","114,662","114,483","114,430","114,340","114,043","113,871","113,659","113,552","113,473","113,323","113,018","112,939","112,842","112,617","111,407","111,110","110,976","110,833","110,704","110,423","110,336","110,051","109,865","109,766"
176,충청남도 계룡시 (4425000000),"42,735","42,648","42,663","42,757","42,696","42,803","42,772","42,802","42,811","42,767","42,848","42,822","42,809","43,128","43,182","43,235","43,242","43,168","43,209","43,279","43,191","43,093","43,105","43,331","43,338","43,473","43,419","43,475","43,509","43,547","43,499","43,397","43,843","44,155","44,328","44,475","45,690","46,109","46,287","46,478","46,632","46,667","46,716","46,800","46,724","46,712"
177,충청남도 당진시 (4427000000),"166,815","166,551","166,253","166,136","166,098","166,084","166,057","166,067","165,991","166,073","166,145","166,249","166,189","166,218","166,186","166,333","166,491","166,754","166,937","166,805","166,714","166,802","166,989","167,092","167,050","166,894","166,971","166,893","166,928","167,092","167,397","167,479","167,553","167,755","167,955","168,253","169,427","169,579","169,784","170,097","170,250","170,302","170,353","170,289","170,266","170,279"
178,충청남도 금산군 (4471000000),"52,120","51,969","51,904","51,781","51,746","51,665","51,696","51,641","51,563","51,476","51,443","51,413","51,262","51,227","50,953","50,950","50,932","50,890","50,826","50,783","50,629","50,597","50,562","50,477","50,335","50,351","50,290","50,277","50,245","50,211","50,224","50,176","50,111","50,088","50,092","50,092","50,285","50,255","50,195","50,150","50,120","50,093","50,025","49,948","50,129","50,069"
