구분,자치구명,법정동명,건물유형,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월
가스,강남구,자곡동, 단독주택 ,4341484,3272189,2246993,992713,501125,386462,268349,328114,328114,605922,1617567,2795616
가스,강남구,청담동, 공동주택 ,54795112,41954322,27701311,12973411,7888564,5672528,4879166,4922201,4921945,7896851,18540406,35184915
가스,강남구,청담동, 단독주택 ,12163542,8908871,5784469,2765811,1711488,1330816,1168001,1237409,1236939,2119393,4772826,8326370
가스,강동구,강일동, 공동주택 ,3164319,1935528,2593456,1627179,2266043,1422190,2259206,1403754,1403754,2290733,1674335,2666998
가스,강동구,강일동, 단독주택 ,239341,156022,117749,94968,83463,56060,63113,53477,53477,76028,118042,165407
가스,강동구,고덕동, 공동주택 ,16218370,13509092,6313496,7342483,2827129,2652396,1667731,2513724,2513724,2472094,6791884,9210636
가스,강동구,고덕동, 단독주택 ,25704946,19102536,9123087,9829808,3787503,2662904,2419647,2151774,2150536,4045953,9801619,15170520
가스,강동구,길동, 공동주택 ,83108346,64198746,44129001,21740362,13320254,9953033,8450460,8772766,8772467,14344781,30466846,52527853
가스,강동구,길동, 단독주택 ,26841208,20598750,14447717,6868145,4105495,3058774,2657084,2625132,2624150,4846391,10102007,16590259
가스,강동구,둔촌동, 공동주택 ,47572680,39167514,27083617,13735499,7825378,5502236,4728309,4445939,4443378,6342860,15382841,24155765
가스,강동구,둔촌동, 단독주택 ,13950577,11685804,7872757,4167918,2168970,1348399,1209425,1077021,1077021,1623494,4162676,6426798
가스,강동구,명일동, 공동주택 ,111185718,92930905,59611800,37170629,18562850,14134129,10335391,10632960,10632960,15269706,35478952,55703940
가스,강동구,명일동, 단독주택 ,11180478,8396355,3607679,4924866,1826362,1409695,1227175,1129920,1129920,2059446,4307309,7035450
가스,강동구,상일동, 공동주택 ,18182423,13177312,11601147,4848849,4448701,1939245,3353543,1539600,1539600,4427263,5927969,10984835
가스,강동구,상일동, 단독주택 ,7431110,5673976,4160536,2146341,1448012,1173967,1075738,926101,926101,1836856,3251029,4931337
가스,강동구,성내동, 공동주택 ,116041534,96610372,62766829,31382756,18660627,13794087,12035224,12317291,12317291,18065182,41162527,69013535
가스,강동구,성내동, 단독주택 ,54672658,44991371,30752686,14759757,8482548,6072916,5245196,5348249,5348249,8164086,19229793,33396092
가스,강동구,암사동, 공동주택 ,129995306,102802922,66040492,34296407,19104059,14092120,12153811,13277326,13277326,21857447,47956640,86516662
가스,강동구,암사동, 단독주택 ,37567204,28721887,18941967,9672699,5262992,3841912,3294530,3717699,3717699,6517587,14716256,25046749
가스,강동구,천호동, 공동주택 ,122552032,95636045,64826279,30911699,18808398,14980602,13244477,13734060,13666810,22058332,45132010,80784073
가스,강동구,천호동, 단독주택 ,81749478,63913033,42654451,20154614,11590699,8505325,7353123,7862106,7858988,14371583,30707509,55207142
가스,강북구,미아동, 공동주택 ,203436821,159079035,107500774,56470692,33298892,24228011,20068775,22374194,22374024,37365063,73743202,142289803
가스,강북구,미아동, 단독주택 ,133695913,95857966,58913585,30705933,17224013,12543306,10663030,12770938,12770171,26037508,47770489,113708738
가스,강북구,번동, 공동주택 ,91765201,75228702,49816396,28685460,15366938,12420457,8318859,11344176,11344176,16146766,34507622,62067887
가스,강북구,번동, 단독주택 ,38203119,27983320,15735927,8203595,4840443,3617561,3304072,4050743,4050743,8750873,16131736,36987635
가스,강북구,수유동, 공동주택 ,160990224,123749420,84540606,43097565,25109240,16586306,14972673,17049353,17049353,31506756,66205363,127352924
가스,강북구,수유동, 단독주택 ,117465839,87801090,57988936,28183662,15784106,10511051,9693003,10956947,10895227,20337765,44043511,95767714
가스,강북구,우이동, 공동주택 ,25066582,19043507,13278521,6863892,3905192,2451544,2447638,2800341,2800341,5552361,11195001,22462710
가스,강북구,우이동, 단독주택 ,9334070,6591886,4383619,2129345,1173649,784593,704824,897274,897274,2165757,4265254,9868601
가스,강서구,가양동, 공동주택 ,17206744,13072813,8239332,5800331,4197324,4089802,3462602,4332271,4332271,6255095,9716722,16268886
가스,강서구,가양동, 단독주택 ,1084719,679412,350988,213320,147082,137480,119893,164027,164027,450392,738110,1261435
가스,강서구,개화동, 공동주택 ,143894,94763,52977,29392,17209,12724,13593,16948,16948,59731,105956,196925
가스,강서구,개화동, 단독주택 ,5563916,3515024,1630649,756649,438834,314190,369256,494458,494458,1925807,3539530,6959960
가스,강서구,공항동, 공동주택 ,18721597,13191896,8001563,3958649,2552646,2171103,1841541,2278763,2278763,4576088,8578991,16379686
가스,강서구,공항동, 단독주택 ,27031406,18570864,10940645,5518431,3581431,3120789,2639610,3310933,3310933,7612316,13752263,26399691
가스,강서구,내발산동, 공동주택 ,60776813,39625635,25147467,12716781,9658824,7183147,7474093,7912200,7912200,17659095,29798695,60962665
가스,강서구,내발산동, 단독주택 ,9708122,6079027,3956738,1915917,1417454,1107874,1028513,1198471,1198471,2462688,4225437,8762823
가스,강서구,등촌동, 공동주택 ,81042894,54732215,34262914,18576565,11702198,10127612,8755979,11007490,11007490,20307829,36290750,72772545
가스,강서구,등촌동, 단독주택 ,13684813,9327069,5615975,2814193,1867938,1512731,1378083,1623617,1623617,3500247,6106634,12410273
가스,강서구,마곡동, 공동주택 ,13635814,10336441,7956936,4469545,3480165,3334084,3230646,3757872,3757872,6044505,8722023,14577905
가스,강서구,마곡동, 단독주택 ,376760,267688,128502,60287,40189,30184,27825,49315,49315,143506,244857,488457
가스,강서구,방화동, 공동주택 ,76891225,55555980,34072292,17442318,11977465,9578846,9013007,10726757,10726757,21296302,37624235,71364955
가스,강서구,방화동, 단독주택 ,30903013,22261857,14081549,6305686,4159427,3163889,2844686,3477814,3476834,7644130,14837034,28983644
가스,강서구,염창동, 공동주택 ,90448297,60591592,37118769,19268518,12558270,9965235,9304952,11175595,11175595,23105765,41324522,84090841
가스,강서구,염창동, 단독주택 ,1564265,916901,620977,337870,235773,194849,198287,203943,203943,395157,689773,1399062
가스,강서구,외발산동, 공동주택 ,1954350,1178888,696308,404699,225838,155797,167154,191840,191840,519489,796703,1866270
가스,강서구,외발산동, 단독주택 ,454533,259608,153603,94880,60992,51890,55903,50399,50399,129226,199765,448993
가스,강서구,화곡동, 공동주택 ,354829069,235512212,145451951,74533612,48649943,39789371,36064766,45485043,45404098,95908887,167872670,336181151
가스,강서구,화곡동, 단독주택 ,113079736,73459233,44421103,21997998,14062250,11313395,10330219,12519284,12504066,28498832,50680310,106097712
가스,관악구,남현동, 공동주택 ,28460470,19744330,11684704,6038858,3698618,2835377,2697778,3363217,3363217,8202786,14427668,27117110
가스,관악구,남현동, 단독주택 ,14262431,9254571,5429005,3004707,1962966,1584664,1513283,1831752,1831752,4059171,7070475,13732863
가스,관악구,봉천동, 공동주택 ,309857186,210294977,129013220,68028404,44737673,35883661,34292349,41989580,41981403,91843858,152810710,300905150
가스,관악구,봉천동, 단독주택 ,177511722,116028891,73089502,38120099,25563077,21061892,20376831,23654979,23651273,49219557,84395397,167196054
가스,관악구,신림동, 공동주택 ,276661165,191322160,116258790,60362569,39088034,31057238,29276931,37058133,37053358,84470693,141927401,272999334
가스,관악구,신림동, 단독주택 ,270717834,182101687,115193820,58001426,37757675,29884050,30086410,35098491,35078427,75815592,129421986,257606802
가스,광진구,광장동, 공동주택 ,91949448,69763199,40415952,20326199,12859039,8806376,8539353,9223894,9223894,19285396,37930983,72387357
가스,광진구,광장동, 단독주택 ,4554852,3493822,2095612,1230772,784325,626214,484369,626829,626829,1126226,1920076,3296162
가스,광진구,구의동, 공동주택 ,133414013,107038029,64234690,33758309,21552253,15839993,13495174,15674048,15669737,28628063,51389899,97691361
가스,광진구,구의동, 단독주택 ,68194383,53644408,32138373,17503559,9953655,7527175,5754998,7302693,7297962,13079684,24170058,46356690
가스,광진구,군자동, 공동주택 ,19511142,16141306,10016355,5130361,3079738,2276552,1867387,2161544,2161544,3520711,6738143,12465551
가스,광진구,군자동, 단독주택 ,36117304,28696075,17296976,9172856,5366960,3941958,3237676,3812996,3810776,6566172,12291984,23683500
가스,광진구,능동, 공동주택 ,10115568,8630089,5576105,2818052,1659422,1178924,1002669,1105048,1105048,1640275,3538311,5953791
가스,광진구,능동, 단독주택 ,22434899,18779087,11594577,5872184,3304033,2317526,1904170,2200258,2200088,3748115,7890174,13946263
가스,광진구,자양동, 공동주택 ,151281515,120965214,76910415,42075354,26948428,22262906,17856965,19139321,19139321,27084688,50199976,94830207
가스,광진구,자양동, 단독주택 ,101531541,79090103,49777742,26191131,15305756,12023821,8233817,10683836,10679527,18472753,34417627,65466248
가스,광진구,중곡동, 공동주택 ,89005694,72203898,44507191,23338132,13617558,9545076,8178022,9675636,9751106,17736141,32932094,59750492
가스,광진구,중곡동, 단독주택 ,120877851,96412049,59141948,31358107,17768799,12402354,10548965,12529507,12529038,22971990,42533725,79212356
가스,광진구,화양동, 공동주택 ,14900626,11966153,7132695,4139535,2711436,2222604,1904063,2141656,2141656,3286211,5667627,11253011
가스,광진구,화양동, 단독주택 ,39296110,32598862,19629189,10877159,7141717,5598459,4448153,5513258,5508181,8387701,14677464,27284254
가스,구로구,가리봉동, 공동주택 ,9430388,7496814,5146195,2483055,1450730,1063287,922078,943824,943824,1505686,3299538,5885471
가스,구로구,가리봉동, 단독주택 ,24828214,19024055,13095611,6592367,3858010,2927072,2646186,2801198,2800046,4246253,9311461,16260027
가스,구로구,개봉동, 공동주택 ,175001764,132742513,90440145,45163155,26463086,20390320,17161006,19510690,19510690,29395820,62555858,116372572
가스,구로구,개봉동, 단독주택 ,46543303,33723832,21291513,10147597,5860078,4485243,4024781,4779335,4775495,8549698,17816883,36881089
가스,구로구,고척동, 공동주택 ,67001799,49236198,30766997,16101565,10440212,8181821,7467039,8886128,8886128,15538037,27861666,56351283
가스,구로구,고척동, 단독주택 ,32580881,23981019,12821341,6700883,3859921,2920624,2692658,3479173,3436631,7403569,13124057,30345796
가스,구로구,구로동, 공동주택 ,213317990,156433708,100772797,50497365,32611671,24032932,22238835,24246863,24246863,42610315,79777302,165655832
가스,구로구,구로동, 단독주택 ,94680805,69714755,43024063,21501631,12868409,9961255,9134402,10564913,10562780,19243336,36527575,77698932
가스,구로구,궁동, 공동주택 ,33132451,23281485,16906642,7775904,4625238,3469979,2916500,3735130,3735130,6558504,14369608,26553507
가스,구로구,궁동, 단독주택 ,4328657,2854476,2028936,922385,536369,399202,334763,427580,426470,787786,1681035,3363889
가스,구로구,신도림동, 공동주택 ,96049563,73166491,48815852,23719111,14050408,11136992,9793447,9507676,9507676,13568929,30453840,63133618
가스,구로구,신도림동, 단독주택 ,3904693,3120515,2090123,960164,518214,384244,357645,325204,326185,512263,1217914,2284907
가스,구로구,오류동, 공동주택 ,81746911,62918774,39602160,21010713,12607050,9604529,8262945,9707990,9707990,17501539,32030124,65068647
가스,구로구,오류동, 단독주택 ,20604440,15967683,10080418,5220354,2942034,2220385,1939176,2165152,2165152,3879657,7953443,15481754
가스,구로구,온수동, 공동주택 ,15457492,10671265,7867526,3533101,2172987,1562132,1340969,1672506,1672506,2964464,6505003,11757403
가스,구로구,온수동, 단독주택 ,1217554,844509,571684,244806,143641,100879,83494,111641,111641,195934,460102,951706
가스,구로구,천왕동, 공동주택 ,26196160,20668175,12793485,7538655,5398468,4161526,3799704,4160357,4160357,6255441,10392755,20725187
가스,구로구,천왕동, 단독주택 ,143920,104243,53484,24374,10019,7237,9911,10836,10836,33100,59510,140475
가스,구로구,항동, 공동주택 ,7515908,4534803,3662363,1336124,1875250,596610,1710063,725491,725491,2763038,2757449,7165425
가스,구로구,항동, 단독주택 ,257607,152832,89875,67717,53830,44830,47423,47233,47233,79543,110354,187696
가스,금천구,가산동, 공동주택 ,30520051,23044336,15735848,7633508,4718295,3519862,3076240,3365407,3365407,4958075,10888609,20285020
가스,금천구,가산동, 단독주택 ,12757260,9270935,6159695,2929251,1903274,1447359,1349733,1640485,1640485,2479017,5267562,10215053
가스,금천구,독산동, 공동주택 ,137480195,100897880,65224526,33225313,22023744,16871496,16504014,17811178,17811178,30333278,55517185,113069351
가스,금천구,독산동, 단독주택 ,104586262,77429470,51017730,24659582,14542479,11008749,9594119,11566449,11552320,20513821,41846188,83455401
가스,금천구,시흥동, 공동주택 ,167259699,124734931,82401738,42135573,24822352,18230001,16124414,19703390,19691948,36328671,68484884,132630197
가스,금천구,시흥동, 단독주택 ,84832548,66019436,39413730,20376621,11496435,8584492,7778108,9281296,9268365,18748524,33575343,69776114
가스,노원구,공릉동, 공동주택 ,102470366,83338450,57032131,29275793,18101588,13377482,11150059,12553456,12553456,18088884,37386312,66872670
가스,노원구,공릉동, 단독주택 ,29952869,22996886,15300960,7684945,5051953,3752003,3148048,3884079,3879473,6599682,13178166,25570774
가스,노원구,상계동, 공동주택 ,170183413,138660181,98770659,51685542,36663458,23643344,24074160,21346572,21333948,36544802,62946974,114531016
가스,노원구,상계동, 단독주택 ,47971292,34365734,21483399,10815355,6324768,4552593,3899988,5108786,5108786,10303154,19913249,44340427
가스,노원구,월계동, 공동주택 ,122175621,94560788,65024852,34039468,20891013,16779837,13986624,16007437,16007437,23683024,46949236,85546325
가스,노원구,월계동, 단독주택 ,12807371,9446916,6261791,2902630,1669092,1257166,1088884,1392534,1392534,2634686,5122675,10615474
가스,노원구,중계동, 공동주택 ,113519591,100999946,72676932,42097516,23957176,20487117,15249496,18024380,18024380,19452670,44449968,67301586
가스,노원구,중계동, 단독주택 ,2615682,2013289,1261019,713380,472704,385036,327907,382401,382401,697519,1301785,2542449
가스,노원구,하계동, 공동주택 ,60087236,57068807,37928237,23186818,12236183,10930455,7114063,9344850,9344850,9657067,23579523,34739016
가스,노원구,하계동, 단독주택 ,2946599,1804377,1291935,638041,477545,386256,340159,432728,432728,794620,1374999,2618003
가스,도봉구,도봉동, 공동주택 ,84293157,69866073,47485934,25089651,14768011,10478407,8817138,9295975,9295975,14440745,30207443,54924774
가스,도봉구,도봉동, 단독주택 ,28104754,19449943,12101501,6307127,3592729,2471153,2150614,2737232,2737232,6105445,11272754,25175066
가스,도봉구,방학동, 공동주택 ,143606791,118328555,77951447,41231896,24670125,17494885,13973089,15981607,15981607,28560301,57162633,109314985
가스,도봉구,방학동, 단독주택 ,46674376,31930530,19639407,10165785,6159126,4370233,3875267,4977862,4977862,11181036,20099039,46243378
가스,도봉구,쌍문동, 공동주택 ,148051574,108354022,72453909,38081133,23122697,16486904,14424721,16603657,16603657,31905375,57798482,116033266
가스,도봉구,쌍문동, 단독주택 ,45524986,28822864,17654253,9031014,5450283,3768964,3644443,4907604,4905557,11051456,18879675,46786720
가스,도봉구,창동, 공동주택 ,183096975,138013606,99425306,51106580,31373616,22634985,20025560,20947761,20947463,33388854,66621378,126499366
가스,도봉구,창동, 단독주택 ,44792563,33403453,22830503,11380451,6374346,4654995,4008927,4325176,4325176,7399052,16025841,36425481
가스,동대문구,답십리동, 공동주택 ,96809685,80149606,50096399,26499438,16293987,11776728,10323886,11845208,11845208,17700119,32778663,59220663
가스,동대문구,답십리동, 단독주택 ,29950672,24666975,15048731,7422359,4127046,2811994,2377239,2880535,2880535,5074626,10473420,19200757
가스,동대문구,신설동, 공동주택 ,1755042,1474385,829876,413552,284007,207426,179072,197407,197407,289136,561350,1074449
가스,동대문구,신설동, 단독주택 ,2969021,2393440,1342986,648114,400455,300136,243702,287696,287696,581322,1038319,1944251
가스,동대문구,용두동, 공동주택 ,31901059,24646354,14866696,8109342,5498917,4137307,3671286,3746157,3746157,5904225,10951826,21183014
가스,동대문구,용두동, 단독주택 ,31012751,23091736,15066445,7869131,4646580,3243418,2780772,3175590,3175035,5195496,9963144,18449853
가스,동대문구,이문동, 공동주택 ,58405925,45544256,27873923,15188745,9259502,6663584,5898208,6722333,6722333,11685183,21208799,41130035
가스,동대문구,이문동, 단독주택 ,43839794,35777349,20744442,11051199,6291920,4352460,3646431,4489193,4489193,8029664,16154294,29800168
가스,동대문구,장안동, 공동주택 ,131430903,102097009,62457760,32461542,20829320,15233887,13487008,15802391,15802391,25801278,46551290,89417941
가스,동대문구,장안동, 단독주택 ,35605119,26956444,17000764,8427253,5036489,3570773,3179261,3462019,3461422,6322996,11848084,23523082
가스,동대문구,전농동, 공동주택 ,73253408,60810984,39571360,20411722,13235909,8884566,7941670,9582421,9582421,13900952,27420076,48756511
가스,동대문구,전농동, 단독주택 ,40632483,32928840,19519325,9633144,5561808,3790625,3110933,3784735,3784735,7094879,14143210,26953698
가스,동대문구,제기동, 공동주택 ,35314302,28441119,16775362,8915436,5203743,3416649,3243122,3890818,3890818,6674915,12854919,23174501
가스,동대문구,제기동, 단독주택 ,29475998,22510340,12290380,6992276,4139746,2988148,2845959,3477414,3477414,6856285,11466440,22738525
가스,동대문구,청량리동, 공동주택 ,32601456,24303552,13970010,7552403,5285764,3460395,3287826,3453560,3453560,8077412,12821892,26825114
가스,동대문구,청량리동, 단독주택 ,19230710,15371816,8728318,5038707,3375590,2825748,2784860,2567903,2567903,3995146,7024578,14106087
가스,동대문구,회기동, 공동주택 ,12440946,10196363,6401642,3510703,2212451,1489277,1304623,1443735,1443735,2282491,4498038,8026824
가스,동대문구,회기동, 단독주택 ,17070887,13345005,7826889,4196529,2589597,1894887,1648831,1902355,1902355,3245156,6221733,11591848
가스,동대문구,휘경동, 공동주택 ,57064808,49705924,30918511,17073124,10633000,7770971,6932044,7290318,7290318,10337559,20233883,36159446
가스,동대문구,휘경동, 단독주택 ,32564348,26281722,15334969,8187669,4953501,3598600,3105105,3599510,3599510,6545797,11830120,23371643
가스,동작구,노량진동, 공동주택 ,38167245,27528504,16919818,9667746,6995415,6368072,5897308,6209418,6209418,12418600,19569729,39558920
가스,동작구,노량진동, 단독주택 ,37997648,23688008,14412964,7273752,4834274,3846480,3766107,4510052,4510052,10416296,17927479,36017243
가스,동작구,대방동, 공동주택 ,64613978,44515690,25310737,14559389,10406086,8627727,8046524,8991857,8991857,20420792,32733489,69193125
가스,동작구,대방동, 단독주택 ,19315367,13247776,7790166,3606313,2573423,2073836,2049881,2416320,2416320,5709951,10017004,18787981
가스,동작구,동작동, 공동주택 ,12874715,9094921,6071508,2879563,1644040,1340882,1034864,1329494,1329494,1961826,4458692,8328549
가스,동작구,동작동, 단독주택 ,176887,113967,64982,31101,18764,13849,9726,12151,12151,24819,52776,118679
가스,동작구,본동, 공동주택 ,23845395,16930152,9648939,4883096,3522653,2711629,2686127,3406302,3406302,7451615,12608329,25512561
가스,동작구,본동, 단독주택 ,5990754,4623119,3132719,1244826,806315,532364,478872,629769,629769,1237512,2348244,4433360
가스,동작구,사당동, 공동주택 ,156172750,103357335,58539094,31566669,22261008,16250477,14642869,17676548,17666961,44868570,77056008,157062607
가스,동작구,사당동, 단독주택 ,86749655,55399675,33929466,17682702,11660309,9311640,9781145,11254261,11251361,24270763,40875512,82011595
가스,동작구,상도1동, 공동주택 ,12901324,8288060,5450012,2598603,1738566,1359643,1220793,1536273,1536273,3273032,5869402,11822163
가스,동작구,상도1동, 단독주택 ,9215881,6094190,3851641,2026733,1457210,1234186,1194762,1382708,1381601,3028070,4838662,9501457
가스,동작구,상도동, 공동주택 ,207856884,144481665,89831781,44809706,29854999,23687924,22052192,27211481,27211481,56137438,99288088,197605191
가스,동작구,상도동, 단독주택 ,74718172,50285368,31200537,15355514,9888916,7996862,7727147,9367490,9366340,20749010,35469070,70786055
가스,동작구,신대방동, 공동주택 ,85247409,55625997,31359421,17384282,14072254,15101059,14758604,12509765,12509765,24364075,41503787,89680504
가스,동작구,신대방동, 단독주택 ,36695723,23766492,14673649,7462973,4945811,3966210,3951774,4601306,4600709,9312489,16409583,33878274
가스,동작구,흑석동, 공동주택 ,45467554,33225232,19533525,10130029,7655538,5819973,5774777,6628592,6628592,14593569,22885798,44442838
가스,동작구,흑석동, 단독주택 ,25313006,16764126,10276211,5067231,3071106,2361079,2110781,2618910,2618910,5050103,8777827,15919327
가스,마포구,공덕동, 공동주택 ,40060690,26204174,16246700,9657037,7671988,7657982,7161630,7424963,7424963,11228230,17938800,37916505
가스,마포구,공덕동, 단독주택 ,16478678,11727819,8088092,3689005,2247775,1795766,1615726,1942603,1942603,3989313,7423432,14667633
가스,마포구,구수동, 공동주택 ,1181031,687046,473887,199917,142310,96485,100683,111465,111465,218446,451895,883948
가스,마포구,구수동, 단독주택 ,931211,570091,401909,189073,124989,96996,98296,100812,100812,190829,345759,693203
가스,마포구,노고산동, 공동주택 ,3950071,2564828,1558773,777983,555939,478951,433507,463833,463833,1026797,1820879,3814792
가스,마포구,노고산동, 단독주택 ,8292518,4798060,2852645,1468303,956203,736878,732315,849535,849535,2204460,3678004,8184559
가스,마포구,당인동, 공동주택 ,2601643,1419014,769599,389999,260411,197435,190516,241247,241247,530277,1008875,2373423
가스,마포구,당인동, 단독주택 ,1391743,753263,391917,201612,137950,112906,100734,126014,126014,276420,515017,1294290
가스,마포구,대흥동, 공동주택 ,15059909,10149647,7107949,3596364,3047373,2162834,2488748,2263366,2263366,4021094,6115038,12600064
가스,마포구,대흥동, 단독주택 ,9073957,5837888,3650752,1826245,1124762,894638,813638,1049733,1043940,2314728,4298545,8761094
가스,마포구,도화동, 공동주택 ,54018304,40073729,20691534,12100905,8574995,7134128,6395614,7730895,7730895,16548798,27330233,56902000
가스,마포구,도화동, 단독주택 ,7384917,5063183,3143139,1653672,1113356,914868,802641,934388,933449,2061638,3525244,6951824
가스,마포구,동교동, 공동주택 ,3327253,2441118,1461729,674596,410006,326515,278181,317617,317617,582353,1283362,2540587
가스,마포구,동교동, 단독주택 ,7344197,5356677,3295686,1798999,1240542,1112121,1020227,1113078,1113078,1775936,3330356,6330384
가스,마포구,마포동, 공동주택 ,4714640,3309925,1592701,997910,642823,569323,575051,642720,642720,1857311,3028040,5922266
가스,마포구,마포동, 단독주택 ,848586,613542,293682,165731,119479,104341,109284,117094,117094,372383,537002,1037573
가스,마포구,망원동, 공동주택 ,72365588,47906768,29461651,14780946,9422209,7472711,6919814,8254930,8244662,18396554,32964345,65059978
가스,마포구,망원동, 단독주택 ,28505048,18264474,11136187,5987720,4059334,3316376,3196442,3659326,3659326,8292352,14005530,27327357
가스,마포구,상수동, 공동주택 ,9981042,5648074,3425231,1570977,1434869,1172896,1266185,980991,980991,2307058,3887319,9004508
가스,마포구,상수동, 단독주택 ,5657547,3383337,1902096,1132821,815993,652480,685144,735714,735714,1735096,2895752,5835814
가스,마포구,상암동, 공동주택 ,3401869,2948169,2060461,1884657,1543215,1642368,1497302,1720610,1720610,1997602,2771659,3699824
가스,마포구,상암동, 단독주택 ,6380030,4712883,2948207,2128129,1645038,1649662,1506352,1592105,1592105,3301119,4663002,8008955
가스,마포구,서교동, 공동주택 ,27285214,17944850,10735365,5612938,3897793,3287604,3182998,3697998,3696932,8770508,14713005,28978301
가스,마포구,서교동, 단독주택 ,21109683,13405718,7965457,4176584,3144258,2667014,2540073,2963861,2955892,6813915,11408543,22628769
가스,마포구,성산동, 공동주택 ,73733019,51023176,26782587,16127367,10368576,9667243,7731087,10941930,10941930,20333318,37116544,76207017
가스,마포구,성산동, 단독주택 ,23922150,15733853,9220325,4562133,2938473,2396710,2221293,2660328,2660115,6763663,11877151,23784838
가스,마포구,신공덕동, 공동주택 ,26964144,17007720,9222311,5252059,4407230,4550936,4147124,4332027,4332027,7966373,13591862,27801331
가스,마포구,신공덕동, 단독주택 ,4126872,2920824,1898878,938709,488425,388588,305994,379571,378676,813963,1632954,3243618
가스,마포구,신수동, 공동주택 ,21115441,14820818,8942492,4681043,3002206,2448645,2205136,2810622,2810622,5688210,10123271,20058916
가스,마포구,신수동, 단독주택 ,9993761,7027132,4187774,2023514,1334091,1076945,1011726,1279952,1278758,2924098,5427714,9778732
가스,마포구,신정동, 공동주택 ,4580146,3333685,2186573,1063077,602409,412585,365609,454098,454098,658336,1580372,3000784
가스,마포구,신정동, 단독주택 ,0,0,0,0,0,0,0,0,0,0,,
가스,마포구,아현동, 공동주택 ,21564518,14501711,9154243,4272782,2621216,2070037,1764587,2217971,2217971,4632210,8834898,18729740
가스,마포구,아현동, 단독주택 ,4268061,3066918,2188147,1075258,779542,660491,522689,635703,635703,1075542,1994676,3480785
가스,마포구,연남동, 공동주택 ,23581356,15883503,9282039,4655422,3074575,2569932,2310299,2801467,2798653,6764764,11918802,23856849
가스,마포구,연남동, 단독주택 ,22245491,14592681,8921768,4614108,3190412,2650957,2436078,2860614,2859420,6079161,10707181,21570590
가스,마포구,염리동, 공동주택 ,16469392,10893231,6844861,3468616,2387944,1767768,1868592,2020129,2020129,4721194,7807739,15554532
가스,마포구,염리동, 단독주택 ,8254988,6061920,3609861,1896075,1284022,1061352,1031844,1113484,1113484,2606129,4227419,8275139
가스,마포구,용강동, 공동주택 ,6609477,4419023,2180554,1272620,858917,741880,795265,884518,884518,2367659,4058512,7597773
가스,마포구,용강동, 단독주택 ,1416060,933308,455016,241799,163220,142196,154631,167992,167992,533169,894822,1724750
가스,마포구,중동, 공동주택 ,18616350,11374760,7474890,3923149,2557045,1875840,1884456,2078408,2078408,4437916,7642399,16060752
가스,마포구,중동, 단독주택 ,3760782,2005197,1221809,617584,386790,309294,288892,332280,332280,839807,1472651,3329888
가스,마포구,창전동, 공동주택 ,33263956,23234819,14836844,7297784,4798029,3754322,3383847,4099133,4099133,7989881,14474910,28978582
가스,마포구,창전동, 단독주택 ,5879715,3840738,2430463,1053888,755033,629297,521817,673684,673684,1451132,2454835,5777515
가스,마포구,토정동, 공동주택 ,300684,141563,170051,44743,101796,28483,127599,30533,30533,176152,142988,376950
가스,마포구,토정동, 단독주택 ,82003,68150,39308,22244,13885,11658,13337,16564,16564,46103,58459,111490
가스,마포구,하중동, 공동주택 ,54202,169683,24899,126512,6170,114335,4308,56146,56146,9217,175357,30603
가스,마포구,하중동, 단독주택 ,49999,34452,23111,12406,8510,3324,3370,3965,3965,7335,17222,25947
가스,마포구,합정동, 공동주택 ,37409106,24334492,14183517,7483762,5540416,4760457,4859347,5021426,5021426,8773104,15649426,33048344
가스,마포구,합정동, 단독주택 ,14400260,9633817,5623773,2987256,2045220,1585072,1547107,1752587,1751180,3724281,6812469,13177951
가스,마포구,현석동, 공동주택 ,7549993,5747800,3536382,1855812,1071799,979114,690681,1005079,1005079,1341817,2843210,5475439
가스,마포구,현석동, 단독주택 ,696771,466902,313885,122643,74978,61489,53562,62473,62473,149800,267476,536725
가스,서대문구,남가좌동, 공동주택 ,44034235,29408637,17675596,9609242,6840374,5028953,5379882,5968432,5968432,13923210,22209402,44177678
가스,서대문구,남가좌동, 단독주택 ,20313385,11751428,6689597,3705799,2548727,2021186,2029960,2490236,2490236,6008509,9867084,20839515
가스,서대문구,냉천동, 공동주택 ,2727412,2304303,1549765,871302,472753,312997,263601,283669,283669,392299,836747,1453395
가스,서대문구,냉천동, 단독주택 ,706669,483842,277521,183284,126161,117531,91357,124913,124913,239892,302144,604876
가스,서대문구,대신동, 공동주택 ,1739045,1314670,946263,404740,269070,216308,170332,220437,220437,341674,827094,1422471
가스,서대문구,대신동, 단독주택 ,3454408,2607236,1898888,772571,487492,423164,331120,438868,438868,696776,1578481,2769262
가스,서대문구,대현동, 공동주택 ,6857880,4810768,2617029,1566500,1124433,951740,1045606,1265524,1265524,2947586,4234928,7837806
가스,서대문구,대현동, 단독주택 ,2137886,1276597,740630,416202,299373,251618,241979,294341,294341,701241,1139141,2205576
가스,서대문구,미근동, 공동주택 ,596062,653937,361508,203752,127334,93407,81403,81551,81551,98549,246708,326652
가스,서대문구,미근동, 단독주택 ,898545,679463,540781,322664,230076,161998,154690,150157,150157,193489,374735,503806
